# trajectory
# file: 'dataset-seq2.bag'
# topic: '/spline/trajectory'
# timestamp tx ty tz qx qy qz qw
2.660000000 0.1241277908 -0.0581141163 0.0697753604 0.0563428795 -0.6923713607 0.1181132113 0.7095749771
2.680000000 0.1200580094 -0.0441627795 0.0606943880 0.0618465438 -0.6888546410 0.1197087810 0.7122668716
2.700000000 0.1158030850 -0.0302594517 0.0515410640 0.0670139546 -0.6853624744 0.1217589801 0.7148161717
2.720000000 0.1113240334 -0.0164143664 0.0423281774 0.0714257231 -0.6819464266 0.1244885398 0.7171820138
2.740000000 0.1066163545 -0.0026669557 0.0330990579 0.0749707378 -0.6787424685 0.1276601205 0.7192989251
2.760000000 0.1016840269 0.0109381018 0.0239028893 0.0776252477 -0.6759045645 0.1309315852 0.7210993418
2.780000000 0.0965277538 0.0244033414 0.0147478894 0.0795538312 -0.6734245781 0.1341594126 0.7226145429
2.800000000 0.0911449634 0.0377785126 0.0056013100 0.0811066283 -0.6711248975 0.1373960399 0.7239719711
2.820000000 0.0855372926 0.0511049073 -0.0035756868 0.0825936824 -0.6688139783 0.1407041859 0.7253057825
2.840000000 0.0797237854 0.0643817746 -0.0128391731 0.0841296066 -0.6662835974 0.1441533388 0.7267793283
2.860000000 0.0737268580 0.0775990452 -0.0222465129 0.0857836996 -0.6633262129 0.1478103290 0.7285544583
2.880000000 0.0675464010 0.0907740681 -0.0317856907 0.0877360722 -0.6599009680 0.1516487373 0.7306406466
2.900000000 0.0611597796 0.1039516106 -0.0413753120 0.0902772894 -0.6561348600 0.1555473412 0.7328997757
2.920000000 0.0545505213 0.1171542230 -0.0509422173 0.0935574441 -0.6521388656 0.1594451419 0.7352136774
2.940000000 0.0477307197 0.1303108208 -0.0604582543 0.0971506724 -0.6479323340 0.1635417728 0.7375632352
2.960000000 0.0407190332 0.1433290194 -0.0699047299 0.1005121021 -0.6435192621 0.1680833634 0.7399515252
2.980000000 0.0335208534 0.1561649495 -0.0792217235 0.1036423211 -0.6390177727 0.1728579843 0.7423170972
3.000000000 0.0261283046 0.1688232563 -0.0883080871 0.1070864976 -0.6346614512 0.1771950573 0.7445396135
3.020000000 0.0185426061 0.1813109169 -0.0970846843 0.1112140665 -0.6306418160 0.1805947078 0.7465305639
3.040000000 0.0108036646 0.1936357988 -0.1055675950 0.1155924724 -0.6269413227 0.1833132258 0.7483175926
3.060000000 0.0029600368 0.2058057010 -0.1137943805 0.1196037620 -0.6234923437 0.1857864632 0.7499570838
3.080000000 -0.0049632217 0.2178217265 -0.1217491817 0.1229899090 -0.6202860629 0.1882464135 0.7514532389
3.100000000 -0.0129645562 0.2296782823 -0.1293627189 0.1258551193 -0.6173739338 0.1907241362 0.7527511001
3.120000000 -0.0210575489 0.2413842856 -0.1365797959 0.1283774489 -0.6147779193 0.1932503035 0.7538047895
3.140000000 -0.0293122406 0.2530078592 -0.1434108426 0.1309656879 -0.6123904729 0.1958849308 0.7546224163
3.160000000 -0.0378101251 0.2646290896 -0.1498826113 0.1340699401 -0.6100687561 0.1986934911 0.7552233184
3.180000000 -0.0465714680 0.2762627958 -0.1560199329 0.1377647920 -0.6076958119 0.2017532669 0.7556601628
3.200000000 -0.0555553070 0.2878585294 -0.1618457163 0.1417494320 -0.6051843119 0.2051549369 0.7560228164
3.220000000 -0.0647247730 0.2993670287 -0.1673629112 0.1457502678 -0.6024951117 0.2089567996 0.7563686639
3.240000000 -0.0740700180 0.3107551284 -0.1724949634 0.1496661478 -0.5997749233 0.2130876850 0.7566133254
3.260000000 -0.0835868612 0.3219936869 -0.1771469827 0.1534457451 -0.5972163331 0.2174400958 0.7566418304
3.280000000 -0.0932460927 0.3330535476 -0.1812595034 0.1571554162 -0.5949278749 0.2218043957 0.7564164255
3.300000000 -0.1029934743 0.3439055392 -0.1848084835 0.1609793249 -0.5929307279 0.2258670084 0.7559781104
3.320000000 -0.1127787926 0.3545311575 -0.1877848471 0.1650434696 -0.5912125442 0.2294138085 0.7553791665
3.340000000 -0.1225722886 0.3649545704 -0.1902332204 0.1692140617 -0.5896383871 0.2326491670 0.7546969848
3.360000000 -0.1323497801 0.3752096266 -0.1922100641 0.1732987562 -0.5880418997 0.2358715435 0.7540151724
3.380000000 -0.1420977409 0.3853074655 -0.1937352385 0.1772626636 -0.5862693956 0.2391455282 0.7534424731
3.400000000 -0.1518133012 0.3952365175 -0.1947920042 0.1812264837 -0.5841810816 0.2423044371 0.7531121997
3.420000000 -0.1614886887 0.4049839719 -0.1953533572 0.1852795312 -0.5817306644 0.2452221943 0.7530783524
3.440000000 -0.1710946681 0.4145360032 -0.1953576008 0.1893632600 -0.5792453329 0.2479717424 0.7530779608
3.460000000 -0.1805958431 0.4238780393 -0.1947362668 0.1933831839 -0.5771345035 0.2506694444 0.7527838592
3.480000000 -0.1899385216 0.4329841769 -0.1934646267 0.1972381704 -0.5755091526 0.2532937545 0.7521493158
3.500000000 -0.1990507158 0.4418171809 -0.1915616916 0.2008215587 -0.5741816230 0.2556836924 0.7514066907
3.520000000 -0.2078714867 0.4503515236 -0.1890434130 0.2040803564 -0.5729949958 0.2577299820 0.7507351059
3.540000000 -0.2163872717 0.4586104762 -0.1859058955 0.2071709273 -0.5719620157 0.2595582815 0.7500461039
3.560000000 -0.2245958800 0.4666291203 -0.1821409914 0.2102976841 -0.5711325315 0.2613514196 0.7491848577
3.580000000 -0.2324842556 0.4744335892 -0.1777568647 0.2135824023 -0.5704875228 0.2632833609 0.7480697932
3.600000000 -0.2400284768 0.4820410676 -0.1727779914 0.2170647151 -0.5699406652 0.2655190361 0.7466928345
3.620000000 -0.2472140246 0.4894624250 -0.1672219175 0.2207935403 -0.5694132081 0.2681772311 0.7450501887
3.640000000 -0.2540658792 0.4966848269 -0.1610756328 0.2248694275 -0.5688716135 0.2711986694 0.7431487803
3.660000000 -0.2606167336 0.5036883526 -0.1543184953 0.2293962863 -0.5682999515 0.2744787301 0.7409952332
3.680000000 -0.2668495541 0.5104263913 -0.1469300275 0.2342637980 -0.5678438331 0.2779006564 0.7385425372
3.700000000 -0.2726975808 0.5168256427 -0.1388899162 0.2391507436 -0.5678132254 0.2813341291 0.7356943459
3.720000000 -0.2781062429 0.5228246071 -0.1301932805 0.2437830013 -0.5684345228 0.2846849494 0.7323977889
3.740000000 -0.2830783760 0.5284136310 -0.1208969388 0.2481029826 -0.5695606974 0.2880043823 0.7287653928
3.760000000 -0.2876308131 0.5335955161 -0.1110718930 0.2521123702 -0.5709586237 0.2913715580 0.7249470450
3.780000000 -0.2917722433 0.5383614281 -0.1007605818 0.2559072489 -0.5725366738 0.2947198371 0.7210086371
3.800000000 -0.2955032121 0.5426908962 -0.0899768816 0.2596772223 -0.5743419874 0.2978391002 0.7169315812
3.820000000 -0.2988192859 0.5465633256 -0.0787431446 0.2635819314 -0.5764026648 0.3005250028 0.7127196195
3.840000000 -0.3016975324 0.5499596463 -0.0671205961 0.2676442594 -0.5786466550 0.3026273606 0.7084852007
3.860000000 -0.3041105624 0.5528608211 -0.0551796927 0.2718511316 -0.5809784407 0.3040160476 0.7043686936
3.880000000 -0.3060348513 0.5552397869 -0.0429797003 0.2760765653 -0.5833634106 0.3046801709 0.7004561762
3.900000000 -0.3074507387 0.5570614547 -0.0305686941 0.2800812597 -0.5858279483 0.3047273014 0.6967792870
3.920000000 -0.3083477728 0.5583036869 -0.0179925499 0.2836878387 -0.5883873522 0.3042611849 0.6933589729
3.940000000 -0.3087516641 0.5589975465 -0.0052902919 0.2869753045 -0.5910058576 0.3033467330 0.6901724498
3.960000000 -0.3086965809 0.5591864750 0.0075008992 0.2900831229 -0.5936356179 0.3020418958 0.6871820924
3.980000000 -0.3082032949 0.5588927056 0.0203468515 0.2930579036 -0.5962941136 0.3004973289 0.6842892302
4.000000000 -0.3072791812 0.5581172636 0.0332164017 0.2958513827 -0.5990663436 0.2989567727 0.6813342229
4.020000000 -0.3059184418 0.5568601731 0.0460692579 0.2983411379 -0.6020237268 0.2976223025 0.6782189638
4.040000000 -0.3040649173 0.5551211407 0.0588280915 0.3001238381 -0.6051766628 0.2965136725 0.6751048294
4.060000000 -0.3016520684 0.5528989493 0.0714091711 0.3007509384 -0.6085223183 0.2955939295 0.6722155086
4.080000000 -0.2986641995 0.5501729604 0.0837944692 0.3003374664 -0.6120377044 0.2946310346 0.6696266184
4.100000000 -0.2951364590 0.5469031140 0.0960316624 0.2995641287 -0.6156768015 0.2931984348 0.6672616328
4.120000000 -0.2910968154 0.5430541502 0.1081417310 0.2989845872 -0.6193769251 0.2909876525 0.6650613712
4.140000000 -0.2865356753 0.5386133871 0.1200274422 0.2985457831 -0.6230164517 0.2882106565 0.6630652561
4.160000000 -0.2814358104 0.5335751723 0.1315640693 0.2980552282 -0.6264602844 0.2852019521 0.6613398820
4.180000000 -0.2758203701 0.5279657086 0.1426742447 0.2975377932 -0.6295561844 0.2820864316 0.6599678155
4.200000000 -0.2697528813 0.5218430541 0.1533279600 0.2972347885 -0.6321334585 0.2787783029 0.6590458474
4.220000000 -0.2632939312 0.5152542695 0.1635156340 0.2973377100 -0.6341491112 0.2751910151 0.6585704945
4.240000000 -0.2564853248 0.5081968859 0.1733011585 0.2977925740 -0.6360735144 0.2712725629 0.6581346851
4.260000000 -0.2493625691 0.5006561337 0.1827604805 0.2984669686 -0.6384841721 0.2669861369 0.6572471630
4.280000000 -0.2419243105 0.4926191246 0.1918243554 0.2989067400 -0.6415329263 0.2624758062 0.6558938302
4.300000000 -0.2341323343 0.4840748516 0.2002783467 0.2983372861 -0.6449496292 0.2580651908 0.6545511416
4.320000000 -0.2259606390 0.4750243542 0.2079330633 0.2962156294 -0.6484656021 0.2540087432 0.6536269748
4.340000000 -0.2174384842 0.4655165308 0.2147245465 0.2929810492 -0.6518752122 0.2502511975 0.6531425194
4.360000000 -0.2086078057 0.4556114594 0.2206195128 0.2892999724 -0.6549912758 0.2466638705 0.6530305426
4.380000000 -0.1994843365 0.4453511643 0.2255689627 0.2853653684 -0.6576864555 0.2432606330 0.6533294706
4.400000000 -0.1900576066 0.4347596163 0.2295081807 0.2808962433 -0.6598901945 0.2401971560 0.6541770081
4.420000000 -0.1803259098 0.4238490031 0.2323912285 0.2756948654 -0.6615734370 0.2375946655 0.6556383940
4.440000000 -0.1703271522 0.4125875217 0.2342500083 0.2699778054 -0.6628782580 0.2354254205 0.6574794834
4.460000000 -0.1601099784 0.4009347465 0.2351350594 0.2640618758 -0.6639843825 0.2336167850 0.6594082676
4.480000000 -0.1497422523 0.3889048792 0.2350779883 0.2581424845 -0.6649173171 0.2319149365 0.6614097681
4.500000000 -0.1393110573 0.3765667493 0.2340914686 0.2522908762 -0.6655488733 0.2298836267 0.6637375455
4.520000000 -0.1288916247 0.3639717045 0.2321873239 0.2465836748 -0.6657928462 0.2272264303 0.6665467175
4.540000000 -0.1185084355 0.3510916651 0.2293772692 0.2411439920 -0.6657686576 0.2242464245 0.6695634479
4.560000000 -0.1081741580 0.3378818662 0.2256720525 0.2361031515 -0.6656443324 0.2213872505 0.6724288883
4.580000000 -0.0979215871 0.3243704850 0.2210608050 0.2314554570 -0.6653500890 0.2188478548 0.6751616451
4.600000000 -0.0878036444 0.3106586410 0.2155110407 0.2270565908 -0.6645669795 0.2165792824 0.6781514939
4.620000000 -0.0778747451 0.2968294111 0.2090105359 0.2227314072 -0.6631142334 0.2145656506 0.6816390652
4.640000000 -0.0681917781 0.2828810157 0.2016318758 0.2182110083 -0.6614289468 0.2129807263 0.6852261776
4.660000000 -0.0588125968 0.2687935511 0.1934667813 0.2132277475 -0.6600840684 0.2120357726 0.6883776445
4.680000000 -0.0498030179 0.2546181814 0.1845594493 0.2080156025 -0.6591862585 0.2116234918 0.6909547622
4.700000000 -0.0412368213 0.2404771388 0.1749065525 0.2033081834 -0.6583784140 0.2113193092 0.6932155481
4.720000000 -0.0331713857 0.2264695958 0.1645265100 0.1996624611 -0.6573749578 0.2108410314 0.6953697764
4.740000000 -0.0255971017 0.2125901269 0.1535329919 0.1968344997 -0.6562441296 0.2105127970 0.6973407950
4.760000000 -0.0184854587 0.1988057699 0.1420607191 0.1943869282 -0.6551360449 0.2107796600 0.6989867093
4.780000000 -0.0117583986 0.1850516591 0.1301808898 0.1920444646 -0.6541239846 0.2114346330 0.7003828470
